note_id,entity_id,category,text,text_clean,timestamp,cluster,lda_topic
N400264,E106400,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-21 09:27:00,1,4
N400265,E100296,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-08 10:36:00,3,1
N400266,E105849,incident,CCTV near library needs check.,cctv near library needs check,2025-09-11 17:47:00,4,2
N400267,E103515,incident,Requesting lab access.,requesting lab access,2025-09-20 06:24:00,0,3
N400268,E105036,incident,Requesting lab access.,requesting lab access,2025-08-31 01:10:00,0,3
N400269,E102700,rsvp,Requesting lab access.,requesting lab access,2025-09-12 05:00:00,0,3
N400270,E104717,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-29 07:33:00,3,1
N400271,E104393,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-23 13:49:00,3,1
N400272,E101508,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-04 00:33:00,4,2
N400273,E104529,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-08-27 11:40:00,1,4
N400274,E101426,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-12 17:48:00,3,1
N400275,E102154,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-18 00:50:00,4,2
N400276,E102590,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 15:22:00,3,1
N400277,E105449,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-18 18:51:00,3,1
N400278,E103593,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-10 10:35:00,3,1
N400279,E105844,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-09 17:15:00,3,1
N400280,E101083,helpdesk,Requesting lab access.,requesting lab access,2025-09-25 13:00:00,0,3
N400281,E104749,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-19 06:11:00,2,5
N400282,E100490,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-01 01:11:00,3,1
N400283,E100021,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-06 00:13:00,4,2
N400284,E104327,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-09 16:09:00,1,4
N400285,E102006,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-08-27 14:11:00,1,4
N400286,E101359,maintenance,Requesting lab access.,requesting lab access,2025-09-20 05:37:00,0,3
N400287,E104939,feedback,CCTV near library needs check.,cctv near library needs check,2025-08-30 23:15:00,4,2
N400288,E104426,incident,CCTV near library needs check.,cctv near library needs check,2025-09-14 02:42:00,4,2
N400289,E103674,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-07 18:56:00,1,4
N400290,E104178,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-01 18:53:00,4,2
N400291,E103657,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-19 12:08:00,2,5
N400292,E101611,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-29 20:33:00,2,5
N400293,E106183,incident,Broken chair in seminar room.,broken chair seminar room,2025-08-29 05:05:00,1,4
N400294,E100215,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-17 19:12:00,4,2
N400295,E103075,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-17 18:50:00,1,4
N400296,E102258,feedback,Broken chair in seminar room.,broken chair seminar room,2025-08-29 23:27:00,1,4
N400297,E100348,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-15 03:56:00,4,2
N400298,E101274,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-19 04:42:00,2,5
N400299,E100196,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-19 11:37:00,1,4
N400300,E104331,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-23 00:12:00,4,2
N400301,E105736,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 20:16:00,3,1
N400302,E105994,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-04 19:12:00,1,4
N400303,E104609,feedback,Requesting lab access.,requesting lab access,2025-08-31 19:12:00,0,3
N400304,E104100,feedback,Requesting lab access.,requesting lab access,2025-08-31 15:39:00,0,3
N400305,E103132,feedback,Requesting lab access.,requesting lab access,2025-08-31 12:38:00,0,3
N400306,E102685,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-06 22:48:00,1,4
N400307,E103025,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-21 09:44:00,2,5
N400308,E103931,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-05 02:10:00,4,2
N400309,E104448,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-31 22:05:00,3,1
N400310,E105171,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-25 00:28:00,4,2
N400311,E103937,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 23:19:00,3,1
N400312,E101245,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-04 04:15:00,4,2
N400313,E102836,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-04 09:57:00,3,1
N400314,E102473,rsvp,Requesting lab access.,requesting lab access,2025-09-16 12:20:00,0,3
N400315,E106357,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-19 11:13:00,2,5
N400316,E103823,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-01 18:25:00,1,4
N400317,E106776,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-04 02:03:00,2,5
N400318,E103644,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-08-28 05:13:00,1,4
N400319,E106806,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-28 22:32:00,3,1
N400320,E102193,rsvp,Requesting lab access.,requesting lab access,2025-09-13 13:00:00,0,3
N400321,E101106,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-06 15:53:00,3,1
N400322,E105883,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-10 07:37:00,4,2
N400323,E100442,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-25 05:14:00,4,2
N400324,E100177,maintenance,Requesting lab access.,requesting lab access,2025-09-09 12:43:00,0,3
N400325,E105141,feedback,Requesting lab access.,requesting lab access,2025-09-03 08:07:00,0,3
N400326,E103565,rsvp,Requesting lab access.,requesting lab access,2025-09-16 10:47:00,0,3
N400327,E101202,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 21:23:00,3,1
N400328,E105398,feedback,Requesting lab access.,requesting lab access,2025-08-27 16:12:00,0,3
N400329,E105918,helpdesk,Requesting lab access.,requesting lab access,2025-09-03 14:20:00,0,3
N400330,E105530,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-09 12:13:00,2,5
N400331,E101297,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-07 14:55:00,3,1
N400332,E105491,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-23 04:55:00,4,2
N400333,E102095,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 07:17:00,3,1
N400334,E103136,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-20 10:48:00,1,4
N400335,E104730,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-13 08:08:00,3,1
N400336,E100869,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-04 16:09:00,2,5
N400337,E101716,incident,Requesting lab access.,requesting lab access,2025-09-07 10:19:00,0,3
N400338,E103081,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-24 05:58:00,2,5
N400339,E106595,maintenance,Requesting lab access.,requesting lab access,2025-09-02 02:05:00,0,3
N400340,E104663,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-21 16:50:00,1,4
N400341,E100365,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-12 12:11:00,1,4
N400342,E104531,helpdesk,Requesting lab access.,requesting lab access,2025-09-03 11:39:00,0,3
N400343,E106796,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-25 00:02:00,2,5
N400344,E104401,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-21 22:29:00,3,1
N400345,E102323,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-10 08:06:00,1,4
N400346,E105728,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-13 03:47:00,2,5
N400347,E105220,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-22 17:58:00,2,5
N400348,E101329,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-18 00:46:00,4,2
N400349,E100045,rsvp,Requesting lab access.,requesting lab access,2025-08-27 15:30:00,0,3
N400350,E100366,incident,Requesting lab access.,requesting lab access,2025-09-17 00:13:00,0,3
N400351,E105747,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-21 01:03:00,2,5
N400352,E101898,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-03 14:38:00,4,2
N400353,E105928,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-15 11:39:00,2,5
N400354,E100563,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-14 07:49:00,2,5
N400355,E105332,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-08-28 21:27:00,1,4
N400356,E106953,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-20 21:04:00,2,5
N400357,E105959,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-15 13:53:00,2,5
N400358,E103422,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-12 02:47:00,3,1
N400359,E103833,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-06 06:09:00,3,1
N400360,E104497,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-25 05:23:00,4,2
N400361,E102012,rsvp,Requesting lab access.,requesting lab access,2025-09-14 14:26:00,0,3
N400362,E102112,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-14 20:20:00,2,5
N400363,E106347,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-23 20:37:00,2,5
N400364,E105701,rsvp,Requesting lab access.,requesting lab access,2025-09-05 16:40:00,0,3
N400365,E101269,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-12 07:06:00,4,2
N400366,E104274,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 10:47:00,3,1
N400367,E100057,feedback,Broken chair in seminar room.,broken chair seminar room,2025-08-29 22:19:00,1,4
N400368,E100177,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-13 04:00:00,3,1
N400369,E101519,incident,CCTV near library needs check.,cctv near library needs check,2025-09-04 04:34:00,4,2
N400370,E104189,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-27 15:15:00,2,5
N400371,E104077,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-10 10:09:00,1,4
N400372,E100170,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-24 19:10:00,2,5
N400373,E103153,maintenance,Requesting lab access.,requesting lab access,2025-08-30 19:17:00,0,3
N400374,E100727,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-03 08:50:00,3,1
N400375,E105796,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-19 18:11:00,3,1
N400376,E100601,feedback,Requesting lab access.,requesting lab access,2025-09-01 15:08:00,0,3
N400377,E102740,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-11 02:34:00,1,4
N400378,E104824,incident,Requesting lab access.,requesting lab access,2025-09-13 13:38:00,0,3
N400379,E103869,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-04 19:20:00,3,1
N400380,E104091,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-19 06:51:00,3,1
N400381,E106487,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-25 01:41:00,3,1
N400382,E104232,feedback,Requesting lab access.,requesting lab access,2025-09-19 11:24:00,0,3
N400383,E101286,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-19 14:56:00,4,2
N400384,E105164,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-11 06:10:00,3,1
N400385,E100056,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-07 23:27:00,2,5
N400386,E103645,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-10 22:53:00,3,1
N400387,E106993,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-06 23:41:00,3,1
N400388,E100032,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-22 14:57:00,4,2
N400389,E102644,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-29 01:19:00,2,5
N400390,E101159,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-08-28 13:20:00,1,4
N400391,E100570,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-12 09:23:00,2,5
N400392,E106831,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-18 23:32:00,3,1
N400393,E101117,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-10 12:09:00,4,2
N400394,E106437,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-05 07:40:00,2,5
N400395,E105647,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-17 11:52:00,3,1
N400396,E103808,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-02 14:23:00,2,5
N400397,E106993,incident,Requesting lab access.,requesting lab access,2025-08-30 22:05:00,0,3
N400398,E100667,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-21 02:23:00,2,5
N400399,E106180,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-11 04:37:00,3,1
N400400,E106292,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-13 20:24:00,4,2
N400401,E106300,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-16 12:31:00,1,4
N400402,E105183,helpdesk,Requesting lab access.,requesting lab access,2025-09-04 01:03:00,0,3
N400403,E106362,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-17 08:50:00,2,5
N400404,E102205,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-13 01:11:00,1,4
N400405,E105652,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-08 13:27:00,1,4
N400406,E102037,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-04 18:38:00,1,4
N400407,E106476,feedback,Requesting lab access.,requesting lab access,2025-09-20 16:29:00,0,3
